sender_domain,domain_length,special_chars_in_domain,is_secure,hyperlink_count,blank_subject,contains_suspicious_keyword,has_attachment,contains_suspicious_keyword_body,urgent_tone,label
amazon.com>,11,2,False,1,False,False,False,False,False,phishing
capitalone.com>,15,2,False,1,False,True,False,False,False,phishing
CapitalOne.com>,15,2,False,1,False,True,False,False,False,phishing
USMortgage.net>,15,2,False,0,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,True,False,False,False,False,phishing
bankofamerica.com>,18,2,False,2,False,True,False,False,False,phishing
capitalone.com>,15,2,False,1,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,0,False,False,False,False,False,phishing
Chase.com>,10,2,False,16,False,False,False,False,False,phishing
postbankde.com>,15,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
chase.com>,10,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,17,False,False,False,False,False,phishing
chase.com>,10,2,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
capitalone.us>,14,2,False,4,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,0,False,False,False,False,False,phishing
ebay.com,8,1,False,0,True,False,False,False,False,phishing
53.com>,7,2,False,1,False,False,False,False,False,phishing
amazon.com>,11,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,14,False,False,False,False,False,phishing
paypal.com>,11,2,False,0,False,False,False,False,False,phishing
paypal.com>,11,2,False,0,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
paypal.com>,11,2,False,0,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
postbankde.com>,15,2,False,1,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,4,False,False,False,False,False,phishing
paypal.com>,11,2,False,4,False,False,False,False,False,phishing
eBay.com>,9,2,False,3,False,False,False,False,False,phishing
eBay.com>,9,2,False,3,False,False,False,False,False,phishing
pypal.com>,10,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,10,False,False,False,False,False,phishing
updating.em.bankofamerica.com>,30,4,False,1,False,False,False,False,False,phishing
updating.em.bankofamerica.com>,30,4,False,1,False,False,False,False,False,phishing
VerifiedByVisa.com>,19,2,False,1,False,False,False,False,False,phishing
capitalone.com>,15,2,False,1,False,False,False,False,False,phishing
PayPal.com>,11,2,False,1,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,4,False,False,False,False,False,phishing
ebay.com>,9,2,False,11,False,True,False,False,False,phishing
PayPal.com>,11,2,False,1,False,False,False,False,False,phishing
pypal.com>,10,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,4,False,True,False,False,False,phishing
email-wellsfargo.com>,21,3,False,2,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,True,False,False,False,phishing
email-wamu.com>,15,3,False,1,False,False,False,False,False,phishing
email-wamu.com>,15,3,False,1,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
gruposantander.es>,18,2,False,3,False,False,False,False,False,phishing
emaiI.ebay.com>,15,3,False,14,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,1,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,1,False,False,False,False,False,phishing
bbt.com,7,1,False,1,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,5,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,True,False,False,False,phishing
email-paypal.com>,17,3,False,4,False,True,False,False,False,phishing
bankofamerica.com>,18,2,False,5,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
email-paypal.com>,17,3,False,4,False,True,False,False,False,phishing
bankofamerica.com>,18,2,False,1,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,1,False,False,False,False,False,phishing
wamuconnect.com>,16,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,5,False,True,False,False,False,phishing
ebay.com>,9,2,False,7,False,False,False,False,False,phishing
paypal.us.com>,14,3,False,0,False,False,False,False,False,phishing
wellsfargo.com>,15,2,False,3,False,False,False,False,False,phishing
ebay.com>,9,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,8,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
ebay.com,8,1,False,0,True,False,False,False,False,phishing
paypal.com>,11,2,False,4,False,True,False,False,False,phishing
sears.com>,10,2,False,0,False,False,False,False,False,phishing
sears.com>,10,2,False,0,False,False,False,False,False,phishing
chaseonline.com>,16,2,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,4,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
chase.com>,10,2,False,1,False,False,False,False,False,phishing
sears.com>,10,2,False,0,False,False,False,False,False,phishing
chase.com>,10,2,False,1,False,False,False,False,False,phishing
eBay.com>,9,2,False,14,False,False,False,False,False,phishing
chase-online.com>,17,3,False,1,False,False,False,False,False,phishing
no-reply.ebay.com>,18,4,False,3,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,10,False,False,False,False,False,phishing
support.com>,12,2,False,7,False,False,False,False,False,phishing
email-paypal.com>,17,3,False,4,False,False,False,False,False,phishing
postbankde.com>,15,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,10,False,False,False,False,False,phishing
chase-online.com>,17,3,False,1,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
paypal.co.us>,13,3,False,19,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
eBay.com>,9,2,False,10,False,False,False,False,False,phishing
emaiI.ebay.com>,15,3,False,14,False,False,False,False,False,phishing
wellsfargo.com,14,1,False,1,False,False,False,False,False,phishing
eBay.com>,9,2,False,10,False,True,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
PayPal.com>,11,2,False,2,False,False,False,False,False,phishing
no-reply.ebay.com>,18,4,False,4,False,False,False,False,False,phishing
no-reply.ebay.com>,18,4,False,5,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
email-chase.com>,16,3,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
no-reply.ebay.com>,18,4,False,5,False,False,False,False,False,phishing
us_bank.ca.us>,14,4,False,4,False,False,False,False,False,phishing
eBay.com>,9,2,False,11,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,True,False,False,False,phishing
eBay.com>,9,2,False,11,False,False,False,False,False,phishing
paypal.com,10,1,False,1,False,False,False,False,False,phishing
capitalone.com>,15,2,False,1,False,True,False,False,False,phishing
paypal.us>,10,2,False,7,False,False,False,False,False,phishing
alert.bankofamerica.com>,24,3,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,True,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
alert.bankofamerica.com>,24,3,False,1,False,False,False,False,False,phishing
paypa.com>,10,2,False,1,False,False,False,False,False,phishing
paypal.com,10,1,False,1,False,False,False,False,False,phishing
paypal.us>,10,2,False,7,False,False,False,False,False,phishing
ebay.com>,9,2,False,8,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
paypal.us>,10,2,False,7,False,False,False,False,False,phishing
eBay.com>,9,2,False,11,False,False,False,False,False,phishing
tugou.net>,10,2,False,1,False,False,False,False,False,phishing
email.paypal.com>,17,3,False,1,False,False,False,False,False,phishing
tugou.net>,10,2,False,1,False,False,False,False,False,phishing
eBay.com>,9,2,False,11,False,False,False,False,False,phishing
tugou.net>,10,2,False,1,False,False,False,False,False,phishing
tugou.net>,10,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
ebay.com>,9,2,False,2,False,True,False,False,False,phishing
ebay.com>,9,2,False,2,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
ebay.com>,9,2,False,10,False,False,False,False,False,phishing
paypal.com>,11,2,False,5,False,False,False,False,False,phishing
paypal.com>,11,2,False,19,False,True,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
ebay.com>,9,2,False,5,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
support.com>,12,2,False,7,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,19,False,True,False,False,False,phishing
capitalone.com>,15,2,False,1,False,True,False,False,False,phishing
southtrust.com,14,1,False,0,False,False,False,False,False,phishing
capitalone.com>,15,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,19,False,True,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
customers.dncu.net>,19,3,False,1,False,False,False,False,False,phishing
paypal.us>,10,2,False,7,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
ebay.com>,9,2,False,7,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
Paypal.com>,11,2,False,4,False,True,False,False,False,phishing
boq.com.au>,11,3,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
paypal.com>,11,2,False,19,False,True,False,False,False,phishing
ebay.com>,9,2,False,7,False,False,False,False,False,phishing
paypal.com>,11,2,False,0,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
capitalone.com>,15,2,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
amazon.com>,11,2,False,0,False,False,False,False,False,phishing
ebay.com>,9,2,False,3,False,False,False,False,False,phishing
citybank.server1.com>,21,3,False,3,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
usbank.com>,11,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,5,False,True,False,False,False,phishing
email.paypal.com>,17,3,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,3,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,1,False,False,False,False,False,phishing
amazon.com>,11,2,False,0,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
bankofamerica.com>,18,2,False,4,False,True,False,False,False,phishing
capitalone.com>,15,2,False,1,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,5,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
PayPal.com>,11,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
capitalone.com>,15,2,False,1,False,False,False,False,False,phishing
comfedbank.com,14,1,False,0,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
nittanylink.com>,16,2,False,0,False,False,False,False,False,phishing
nitches.com>,12,2,False,0,False,False,False,False,False,phishing
capitalone.com>,15,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,True,False,False,False,phishing
serverendp.ssh,14,1,False,0,False,False,False,False,False,phishing
security>,9,1,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,0,False,True,False,False,False,phishing
ncua.gov>,9,2,False,2,False,True,False,False,False,phishing
comfedbank.com,14,1,False,0,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
anti-fraud.com>,15,3,False,0,False,True,False,False,False,phishing
email-chase.com>,16,3,False,1,False,False,False,False,False,phishing
westernunion.com>,17,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,5,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
amazon.com>,11,2,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,2,False,True,False,False,False,phishing
sbcglobal.net>,14,2,False,3,False,False,False,False,False,phishing
comfedbank.com,14,1,False,0,False,False,False,False,False,phishing
northwestern.edu>,17,2,False,3,False,False,False,False,False,phishing
eBay.com>,9,2,False,17,False,False,False,False,False,phishing
"""DAVIS FINANCIAL SERVICES INC""",30,5,False,3,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
medianet.com.br>,16,3,False,1,False,False,False,False,False,phishing
PayPal.com>,11,2,False,1,False,True,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,5,False,False,False,False,False,phishing
53.com>,7,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
amazon.com>,11,2,False,2,False,True,False,False,False,phishing
bankofamerica.com>,18,2,False,1,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,1,False,False,False,False,False,phishing
aoquik.com>,11,2,False,1,False,False,False,False,False,phishing
usbank.com>,11,2,False,1,False,False,False,False,False,phishing
53.com>,7,2,False,1,False,False,False,False,False,phishing
53.com>,7,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
deutsche-bank.de>,17,3,False,1,False,False,False,False,False,phishing
eBay.com>,9,2,False,11,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
Banesto.es>,11,2,False,2,False,False,False,False,False,phishing
Banesto.es>,11,2,False,2,False,False,False,False,False,phishing
sparkasse.de>,13,2,False,0,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,1,False,False,False,False,False,phishing
banesto.es>,11,2,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,False,False,False,False,phishing
banesto.es>,11,2,False,2,False,False,False,False,False,phishing
eBay.com>,9,2,False,11,False,False,False,False,False,phishing
deutsche-bank.de>,17,3,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
paypaI.com>,11,2,False,5,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
amazon.com>,11,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
wellsfargo.com>,15,2,False,9,False,False,False,False,False,phishing
wachovia.com>,13,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,2,False,False,False,False,False,phishing
53.com>,7,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
security.com>,13,2,False,5,False,False,False,False,False,phishing
planet.nl,9,1,False,0,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
amazon.com>,11,2,False,2,False,False,False,False,False,phishing
eBay.com>,9,2,False,1,False,True,False,False,False,phishing
eBay.com>,9,2,False,4,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
paypal.com,10,1,False,1,False,True,False,False,False,phishing
transwestcu.com>,16,2,False,3,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
us-paypal.com>,14,3,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
PayPal.com>,11,2,False,3,False,False,False,False,False,phishing
amazon.com>,11,2,False,14,False,False,False,False,False,phishing
emaiI.ebay.com>,15,3,False,14,False,False,False,False,False,phishing
transwestcu.com>,16,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
email-bankofamerica.com>,24,3,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
papypal.com>,12,2,False,2,False,False,False,False,False,phishing
email-bankofamerica.com>,24,3,False,1,False,False,False,False,False,phishing
postbank.de>,12,2,False,1,False,False,False,False,False,phishing
53.com>,7,2,False,1,False,False,False,False,False,phishing
eBay.com>,9,2,False,7,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
eBay.com>,9,2,False,4,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
security.53.com>,16,3,False,1,False,True,False,False,False,phishing
email-bankofamerica.com>,24,3,False,1,False,False,False,False,False,phishing
c17-ss-2-lb.cnet.com>,21,6,False,1,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
colonialbank.com,16,1,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
email-bankofamerica.com>,24,3,False,1,False,False,False,False,False,phishing
ebay.com,8,1,False,0,True,False,False,False,False,phishing
banesto.es>,11,2,False,2,False,False,False,False,False,phishing
banesto.es>,11,2,False,2,False,False,False,False,False,phishing
banesto.es>,11,2,False,2,False,False,False,False,False,phishing
banesto.es>,11,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,12,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
ncua.gov>,9,2,False,2,False,True,False,False,False,phishing
wellsfargo.com>,15,2,False,9,False,False,False,False,False,phishing
ebay.com>,9,2,False,9,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
paypal.com,10,1,False,1,False,True,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
email-bankofamerica.com>,24,3,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
bankofamerica.com>,18,2,False,1,False,True,False,False,False,phishing
postbank.de>,12,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,4,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
53.com>,7,2,False,1,False,False,False,False,False,phishing
capitalone.us>,14,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
chase.com>,10,2,False,1,False,False,False,False,False,phishing
update-wellsfargo.com>,22,3,False,9,False,True,False,False,False,phishing
eBay.com>,9,2,False,6,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
email-wamucards.com>,20,3,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,4,False,True,False,False,False,phishing
paypal.com>,11,2,False,4,False,True,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
update-wellsfargo.com>,22,3,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,True,False,False,False,phishing
ebay.com>,9,2,False,5,False,False,False,False,False,phishing
eBay.com>,9,2,False,9,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,True,False,False,False,phishing
AntiFraud,9,0,False,1,False,False,False,False,False,phishing
chronoexpres.com>,17,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,16,False,False,False,False,False,phishing
ebay.com>,9,2,False,16,False,False,False,False,False,phishing
email-wellsfargo.com>,21,3,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
eBay.com>,9,2,False,16,False,False,False,False,False,phishing
filserver.ahinfo.ch>,20,3,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,0,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,False,False,False,False,phishing
poste.it>,9,2,False,5,False,False,False,False,False,phishing
email-wellsfargo.com>,21,3,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
poste.it>,9,2,False,4,False,False,False,False,False,phishing
ebay.com>,9,2,False,4,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
bankofamerica.com>,18,2,False,3,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
poseller.com>,13,2,False,2,False,False,False,False,False,phishing
etrade.com>,11,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,True,False,False,False,phishing
nationalcity.com>,17,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
bbt.com>,8,2,False,1,False,True,False,False,False,phishing
wellsfargo.com>,15,2,False,25,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
southeastfinancial.com>,23,2,False,1,False,True,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
westernunion.com>,17,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
nationalcity.com>,17,2,False,1,False,False,False,False,False,phishing
openbank.es>,12,2,False,0,False,False,False,False,False,phishing
bankofamerica.us>,17,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
postbank.de>,12,2,False,1,False,False,False,False,False,phishing
email-bankofamerica.com>,24,3,False,1,False,False,False,False,False,phishing
regions.com>,12,2,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
westernunion.com>,17,2,False,2,False,False,False,False,False,phishing
PayPall.com>,12,2,False,4,False,False,False,False,False,phishing
nationalcity.com>,17,2,False,1,False,True,False,False,False,phishing
POSTE.it>,9,2,False,4,False,False,False,False,False,phishing
ws.com>,7,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
regions.com>,12,2,False,1,False,True,False,False,False,phishing
sky-bank.com>,13,3,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
poste.it>,9,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
regions.com>,12,2,False,1,False,True,False,False,False,phishing
poseller.com>,13,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
nationalcity.com>,17,2,False,1,False,True,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
vacu.org>,9,2,False,1,False,False,False,False,False,phishing
ncua.gov,8,1,False,0,True,False,False,False,False,phishing
support.com>,12,2,False,7,False,False,False,False,False,phishing
westernunion.com>,17,2,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,14,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,15,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
"poseller.com>>"">",16,5,False,14,False,False,False,False,False,phishing
ebay.com,8,1,False,1,False,True,False,False,False,phishing
lasallebank.com>,16,2,False,1,False,False,False,False,False,phishing
postbank.de>,12,2,False,1,False,False,False,False,False,phishing
nationalcity.com>,17,2,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,0,False,False,False,False,False,phishing
nationalcity.com>,17,2,False,1,False,True,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
regions.com>,12,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,7,False,False,False,False,False,phishing
bancopopular.es>,16,2,False,2,False,False,False,False,False,phishing
nationalcity.com>,17,2,False,1,False,False,False,False,False,phishing
mctfcu.org>,11,2,False,0,False,False,False,False,False,phishing
regions.com>,12,2,False,1,False,False,False,False,False,phishing
wellsfargo.com>,15,2,False,25,False,False,False,False,False,phishing
nationalcity.com>,17,2,False,1,False,True,False,False,False,phishing
administration.com>,19,2,False,7,False,False,False,False,False,phishing
administration.com>,19,2,False,7,False,False,False,False,False,phishing
poste.it>,9,2,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
administration.com>,19,2,False,7,False,False,False,False,False,phishing
administration.com>,19,2,False,7,False,False,False,False,False,phishing
nationalcity.com>,17,2,False,1,False,True,False,False,False,phishing
powerseller.com>,16,2,False,2,False,False,False,False,False,phishing
reply3.ebay.com>,16,3,False,7,False,False,False,False,False,phishing
barclays.co.uk>,15,3,False,1,False,True,False,False,False,phishing
regions.com>,12,2,False,1,False,False,False,False,False,phishing
paypall.com>,12,2,False,1,False,False,False,False,False,phishing
